uf;grafia_original;chave_normalizada;cidade_canonica;linhas;regra_aplicada;mudanca
BA;conceicao do almeida;conceicao do almeida;Conceição do Almeida;24;nenhuma;formatacao
BA;conceição do almeida;conceicao do almeida;Conceição do Almeida;3;acento;formatacao
BA;conceicao do coite;conceicao do coite;Conceição do Coité;97;nenhuma;formatacao
BA;conceição do coité;conceicao do coite;Conceição do Coité;28;acento;formatacao
BA;conceicao do jacuipe;conceicao do jacuipe;Conceição do Jacuípe;55;nenhuma;formatacao
BA;conceição do jacuípe;conceicao do jacuipe;Conceição do Jacuípe;11;acento;formatacao
BA;conde;conde;Conde;35;nenhuma;formatacao
BA;condeuba;condeuba;Condeúba;18;nenhuma;formatacao
BA;condeúba;condeuba;Condeúba;3;acento;formatacao
BA;contendas do sincora;contendas do sincora;Contendas do Sincorá;8;nenhuma;formatacao
BA;contendas do sincorá;contendas do sincora;Contendas do Sincorá;1;acento;formatacao
BA;coracao de maria;coracao de maria;Coração de Maria;12;nenhuma;formatacao
BA;coração de maria;coracao de maria;Coração de Maria;4;acento;formatacao
BA;cordeiros;cordeiros;Cordeiros;15;nenhuma;formatacao
BA;coribe;coribe;Coribe;46;nenhuma;formatacao
BA;coronel joao sa;coronel joao sa;Coronel João Sá;30;nenhuma;formatacao
BA;coronel joão sá;coronel joao sa;Coronel João Sá;7;acento;formatacao
BA;correntina;correntina;Correntina;44;nenhuma;formatacao
BA;cotegipe;cotegipe;Cotegipe;8;nenhuma;formatacao
BA;cravolandia;cravolandia;Cravolândia;11;nenhuma;formatacao
BA;cravolândia;cravolandia;Cravolândia;1;acento;formatacao
BA;cristopolis;cristopolis;Cristópolis;9;nenhuma;formatacao
BA;cristópolis;cristopolis;Cristópolis;1;acento;formatacao
BA;crisopolis;crisopolis;Crisópolis;36;nenhuma;formatacao
BA;crisópolis;crisopolis;Crisópolis;4;acento;formatacao
BA;cruz das almas;cruz das almas;Cruz das Almas;233;nenhuma;formatacao
BA;cumuruxatiba;cumuruxatiba;Cumuruxatiba;3;nenhuma;formatacao
BA;curaca;curaca;Curaçá;27;nenhuma;formatacao
BA;curaçá;curaca;Curaçá;8;acento;formatacao
BA;candido sales;candido sales;Cândido Sales;35;nenhuma;formatacao
BA;cândido sales;candido sales;Cândido Sales;5;acento;formatacao
BA;cicero dantas;cicero dantas;Cícero Dantas;81;nenhuma;formatacao
BA;cícero dantas;cicero dantas;Cícero Dantas;18;acento;formatacao
BA;dias d'avila;dias d avila;Dias D'ávila;138;nenhuma;formatacao
BA;dias d'ávila;dias d avila;Dias D'ávila;62;acento;formatacao
BA;dias d avila;dias d avila;Dias D'ávila;14;nenhuma;formatacao
BA;dias davila;dias davila;Dias Dávila;6;nenhuma;formatacao
BA;dias dávila;dias davila;Dias Dávila;3;acento;formatacao
BA;dom basilio;dom basilio;Dom Basílio;11;nenhuma;formatacao
BA;dom basílio;dom basilio;Dom Basílio;3;acento;formatacao
BA;dom macedo costa;dom macedo costa;Dom Macedo Costa;4;nenhuma;formatacao
BA;dario meira;dario meira;Dário Meira;12;nenhuma;formatacao
BA;dário meira;dario meira;Dário Meira;4;acento;formatacao
BA;elisio medrado;elisio medrado;Elisio Medrado;8;nenhuma;formatacao
BA;encruzilhada;encruzilhada;Encruzilhada;4;nenhuma;formatacao
BA;engenheiro franca;engenheiro franca;Engenheiro Franca;1;nenhuma;formatacao
BA;entre rios;entre rios;Entre Rios;95;nenhuma;formatacao
BA;esplanada;esplanada;Esplanada;61;nenhuma;formatacao
BA;euclides da cunha;euclides da cunha;Euclides da Cunha;89;nenhuma;formatacao
BA;eunapolis;eunapolis;Eunápolis;344;nenhuma;formatacao
BA;eunápolis;eunapolis;Eunápolis;47;acento;formatacao
BA;feira da mata;feira da mata;Feira da Mata;6;nenhuma;formatacao
BA;feira de santana;feira de santana;Feira de Santana;2032;nenhuma;formatacao
BA;filadelfia;filadelfia;Filadélfia;19;nenhuma;formatacao
BA;filadélfia;filadelfia;Filadélfia;2;acento;formatacao
BA;firmino alves;firmino alves;Firmino Alves;4;nenhuma;formatacao
BA;floresta azul;floresta azul;Floresta Azul;18;nenhuma;formatacao
BA;formosa do rio preto;formosa do rio preto;Formosa do Rio Preto;47;nenhuma;formatacao
BA;fatima;fatima;Fátima;19;nenhuma;formatacao
BA;fátima;fatima;Fátima;8;acento;formatacao
BA;gandu;gandu;Gandu;68;nenhuma;formatacao
BA;gaviao;gaviao;Gaviao;5;nenhuma;formatacao
BA;gentio do ouro;gentio do ouro;Gentio do Ouro;10;nenhuma;formatacao
BA;gloria;gloria;Glória;8;nenhuma;formatacao
BA;glória;gloria;Glória;1;acento;formatacao
BA;gongogi;gongogi;Gongogi;12;nenhuma;formatacao
BA;governador lomanto junior;governador lomanto junior;Governador Lomanto Junior;1;nenhuma;formatacao
BA;governador mangabeira;governador mangabeira;Governador Mangabeira;26;nenhuma;formatacao
BA;guajeru;guajeru;Guajeru;6;nenhuma;formatacao
BA;guanambi;guanambi;Guanambi;341;nenhuma;formatacao
BA;guaratinga;guaratinga;Guaratinga;27;nenhuma;formatacao
BA;heliopolis;heliopolis;Heliópolis;9;nenhuma;formatacao
BA;heliópolis;heliopolis;Heliópolis;6;acento;formatacao
BA;humildes;humildes;Humildes;1;nenhuma;formatacao
BA;iacu;iacu;Iaçu;36;nenhuma;formatacao
BA;iaçu;iacu;Iaçu;5;acento;formatacao
BA;ibiajara;ibiajara;Ibiajara;3;nenhuma;formatacao
BA;ibiassuce;ibiassuce;Ibiassucê;15;nenhuma;formatacao
BA;ibiassucê;ibiassuce;Ibiassucê;6;acento;formatacao
BA;ibicarai;ibicarai;Ibicaraí;37;nenhuma;formatacao
BA;ibicaraí;ibicarai;Ibicaraí;5;acento;formatacao
BA;ibicoara;ibicoara;Ibicoara;20;nenhuma;formatacao
BA;ibicui;ibicui;Ibicuí;18;nenhuma;formatacao
BA;ibicuí;ibicui;Ibicuí;4;acento;formatacao
BA;ibipeba;ibipeba;Ibipeba;14;nenhuma;formatacao
BA;ibipitanga;ibipitanga;Ibipitanga;22;nenhuma;formatacao
BA;ibiquera;ibiquera;Ibiquera;4;nenhuma;formatacao
BA;ibiraja;ibiraja;Ibirajá;7;nenhuma;formatacao
BA;ibirajá;ibiraja;Ibirajá;3;acento;formatacao
BA;ibirapitanga;ibirapitanga;Ibirapitanga;28;nenhuma;formatacao
BA;ibirapua;ibirapua;Ibirapuã;18;nenhuma;formatacao
BA;ibirapuã;ibirapua;Ibirapuã;3;acento;formatacao
BA;ibirataia;ibirataia;Ibirataia;38;nenhuma;formatacao
BA;ibitiara;ibitiara;Ibitiara;14;nenhuma;formatacao
BA;ibitira;ibitira;Ibitira;3;nenhuma;formatacao
BA;ibitita;ibitita;Ibititá;18;nenhuma;formatacao
BA;ibititá;ibitita;Ibititá;4;acento;formatacao
BA;ibo;ibo;Ibo;1;nenhuma;formatacao
BA;ibotirama;ibotirama;Ibotirama;110;nenhuma;formatacao
BA;ichu;ichu;Ichu;10;nenhuma;formatacao
BA;igapora;igapora;Igaporã;24;nenhuma;formatacao
BA;igaporã;igapora;Igaporã;1;acento;formatacao
BA;igrapiuna;igrapiuna;Igrapiúna;10;nenhuma;formatacao
BA;igrapiúna;igrapiuna;Igrapiúna;5;acento;formatacao
BA;iguaibi;iguaibi;Iguaibi;1;nenhuma;formatacao
BA;iguai;iguai;Iguaí;33;nenhuma;formatacao
BA;iguaí;iguai;Iguaí;7;acento;formatacao
BA;ilheus;ilheus;Ilhéus;623;nenhuma;formatacao
BA;ilhéus;ilheus;Ilhéus;89;acento;formatacao
BA;inhambupe;inhambupe;Inhambupe;70;nenhuma;formatacao
BA;inubia;inubia;Inúbia;1;nenhuma;formatacao
BA;inúbia;inubia;Inúbia;1;acento;formatacao
BA;ipecaeta;ipecaeta;Ipecaetá;4;nenhuma;formatacao
BA;ipecaetá;ipecaeta;Ipecaetá;1;acento;formatacao
BA;ipiau;ipiau;Ipiaú;85;nenhuma;formatacao
BA;ipiaú;ipiau;Ipiaú;17;acento;formatacao
BA;ipira;ipira;Ipirá;73;nenhuma;formatacao
BA;ipirá;ipira;Ipirá;11;acento;formatacao
BA;ipupiara;ipupiara;Ipupiara;35;nenhuma;formatacao
BA;irajuba;irajuba;Irajuba;6;nenhuma;formatacao
BA;iramaia;iramaia;Iramaia;16;nenhuma;formatacao
BA;iraporanga;iraporanga;Iraporanga;2;nenhuma;formatacao
BA;iraquara;iraquara;Iraquara;32;nenhuma;formatacao
BA;irara;irara;Irará;19;nenhuma;formatacao
BA;irará;irara;Irará;5;acento;formatacao
BA;irece;irece;Irecê;191;nenhuma;formatacao
BA;irecê;irece;Irecê;40;acento;formatacao
BA;irundiara;irundiara;Irundiara;2;nenhuma;formatacao
BA;itabata;itabata;Itabata;17;nenhuma;formatacao
BA;itabatan;itabatan;Itabatan;15;nenhuma;formatacao
BA;itabatan (mucuri);itabatan (mucuri);Itabatan (mucuri);2;nenhuma;formatacao
BA;itabela;itabela;Itabela;78;nenhuma;formatacao
BA;itaberaba;itaberaba;Itaberaba;158;nenhuma;formatacao
BA;itabuna;itabuna;Itabuna;824;nenhuma;formatacao
BA;itacare;itacare;Itacaré;54;nenhuma;formatacao
BA;itacaré;itacare;Itacaré;15;acento;formatacao
BA;itaete;itaete;Itaeté;11;nenhuma;formatacao
BA;itaeté;itaete;Itaeté;3;acento;formatacao
BA;itagi;itagi;Itagi;35;nenhuma;formatacao
BA;itagiba;itagiba;Itagibá;14;nenhuma;formatacao
BA;itagibá;itagiba;Itagibá;3;acento;formatacao
BA;itagimirim;itagimirim;Itagimirim;20;nenhuma;formatacao
BA;itaguacu da bahia;itaguacu da bahia;Itaguaçu da Bahia;7;nenhuma;formatacao
BA;itaguaçu da bahia;itaguacu da bahia;Itaguaçu da Bahia;1;acento;formatacao
BA;itaju do colonia;itaju do colonia;Itaju do Colônia;7;nenhuma;formatacao
BA;itaju do colônia;itaju do colonia;Itaju do Colônia;1;acento;formatacao
BA;itajuipe;itajuipe;Itajuípe;37;nenhuma;formatacao
BA;itajuípe;itajuipe;Itajuípe;8;acento;formatacao
BA;itamaraju;itamaraju;Itamaraju;192;nenhuma;formatacao
BA;itamari;itamari;Itamari;13;nenhuma;formatacao
BA;itambe;itambe;Itambé;24;nenhuma;formatacao
BA;itambé;itambe;Itambé;5;acento;formatacao
BA;itamira;itamira;Itamira;7;nenhuma;formatacao
BA;itanagra;itanagra;Itanagra;1;nenhuma;formatacao
BA;itanhem;itanhem;Itanhém;27;nenhuma;formatacao
BA;itanhém;itanhem;Itanhém;6;acento;formatacao
BA;itaparica;itaparica;Itaparica;34;nenhuma;formatacao
BA;itapebi;itapebi;Itapebi;14;nenhuma;formatacao
BA;itapetinga;itapetinga;Itapetinga;185;nenhuma;formatacao
BA;itapicuru;itapicuru;Itapicuru;11;nenhuma;formatacao
BA;itapitanga;itapitanga;Itapitanga;23;nenhuma;formatacao
BA;itape;itape;Itapé;6;nenhuma;formatacao
BA;itapé;itape;Itapé;2;acento;formatacao
BA;itaquara;itaquara;Itaquara;11;nenhuma;formatacao
BA;itaquarai;itaquarai;Itaquarai;1;nenhuma;formatacao
BA;itarantim;itarantim;Itarantim;35;nenhuma;formatacao
BA;itatim;itatim;Itatim;30;nenhuma;formatacao
BA;itirucu;itirucu;Itiruçu;28;nenhuma;formatacao
BA;itiruçu;itirucu;Itiruçu;5;acento;formatacao
BA;itiuba;itiuba;Itiúba;41;nenhuma;formatacao
BA;itiúba;itiuba;Itiúba;13;acento;formatacao
BA;itororo;itororo;Itororó;48;nenhuma;formatacao
BA;itororó;itororo;Itororó;7;acento;formatacao
BA;ituacu;ituacu;Ituaçu;21;nenhuma;formatacao
BA;ituaçu;ituacu;Ituaçu;3;acento;formatacao
BA;itubera;itubera;Ituberá;40;nenhuma;formatacao
BA;ituberá;itubera;Ituberá;13;acento;formatacao
BA;itupeva;itupeva;Itupeva;3;nenhuma;formatacao
BA;iuiu;iuiu;Iuiu;7;nenhuma;formatacao
BA;jaborandi;jaborandi;Jaborandi;25;nenhuma;formatacao
BA;jacaraci;jacaraci;Jacaraci;25;nenhuma;formatacao
BA;jacobina;jacobina;Jacobina;262;nenhuma;formatacao
BA;jacuipe;jacuipe;Jacuipe;1;nenhuma;formatacao
BA;jaguaquara;jaguaquara;Jaguaquara;75;nenhuma;formatacao
BA;jaguarari;jaguarari;Jaguarari;37;nenhuma;formatacao
BA;jaguaripe;jaguaripe;Jaguaripe;6;nenhuma;formatacao
BA;jandaira;jandaira;Jandaíra;12;nenhuma;formatacao
BA;jandaíra;jandaira;Jandaíra;3;acento;formatacao
BA;jaua;jaua;Jaua;1;nenhuma;formatacao
BA;jequirica;jequirica;Jequiriçá;9;nenhuma;formatacao
BA;jequiriçá;jequirica;Jequiriçá;1;acento;formatacao
BA;jequie;jequie;Jequié;297;nenhuma;formatacao
BA;jequié;jequie;Jequié;50;acento;formatacao
BA;jeremoabo;jeremoabo;Jeremoabo;79;nenhuma;formatacao
BA;jiquiriçá;jiquirica;Jiquiriçá;8;acento;formatacao
BA;jiquirica;jiquirica;Jiquiriçá;4;nenhuma;formatacao
BA;jitauna;jitauna;Jitaúna;16;nenhuma;formatacao
BA;jitaúna;jitauna;Jitaúna;3;acento;formatacao
BA;joão amaro;joao amaro;João Amaro;1;acento;formatacao
BA;joao dourado;joao dourado;João Dourado;20;nenhuma;formatacao
BA;joão dourado;joao dourado;João Dourado;7;acento;formatacao
BA;juazeiro;juazeiro;Juazeiro;510;nenhuma;formatacao
BA;jucurucu;jucurucu;Jucuruçu;15;nenhuma;formatacao
BA;jucuruçu;jucurucu;Jucuruçu;1;acento;formatacao
BA;jussara;jussara;Jussara;12;nenhuma;formatacao
BA;jussari;jussari;Jussari;14;nenhuma;formatacao
BA;jussiape;jussiape;Jussiape;8;nenhuma;formatacao
BA;lafaiete coutinho;lafaiete coutinho;Lafaiete Coutinho;4;nenhuma;formatacao
BA;lagoa real;lagoa real;Lagoa Real;9;nenhuma;formatacao
BA;laje;laje;Laje;21;nenhuma;formatacao
BA;lajedao;lajedao;Lajedao;5;nenhuma;formatacao
BA;lajedinho;lajedinho;Lajedinho;2;nenhuma;formatacao
BA;lajedo do tabocal;lajedo do tabocal;Lajedo do Tabocal;5;nenhuma;formatacao
BA;lamarao;lamarao;Lamarao;2;nenhuma;formatacao
BA;lapao;lapao;Lapão;13;nenhuma;formatacao
BA;lapão;lapao;Lapão;2;acento;formatacao
BA;lauro de freitas;lauro de freitas;Lauro de Freitas;870;nenhuma;formatacao
BA;lencois;lencois;Lençóis;28;nenhuma;formatacao
BA;lençóis;lencois;Lençóis;5;acento;formatacao
BA;licinio de almeida;licinio de almeida;Licínio de Almeida;12;nenhuma;formatacao
BA;licínio de almeida;licinio de almeida;Licínio de Almeida;6;acento;formatacao
BA;livramento de nossa senhora;livramento de nossa senhora;Livramento de Nossa Senhora;98;nenhuma;formatacao
BA;lucaia;lucaia;Lucaia;2;nenhuma;formatacao
BA;luis eduardo magalhaes;luis eduardo magalhaes;Luís Eduardo Magalhães;371;nenhuma;formatacao
BA;luís eduardo magalhães;luis eduardo magalhaes;Luís Eduardo Magalhães;64;acento;formatacao
BA;macajuba;macajuba;Macajuba;17;nenhuma;formatacao
BA;macarani;macarani;Macarani;33;nenhuma;formatacao
BA;macaubas;macaubas;Macaúbas;72;nenhuma;formatacao
BA;macaúbas;macaubas;Macaúbas;12;acento;formatacao
BA;macururé;macurure;Macururé;4;acento;formatacao
BA;macurure;macurure;Macururé;3;nenhuma;formatacao
BA;madre de deus;madre de deus;Madre de Deus;63;nenhuma;formatacao
BA;maetinga;maetinga;Maetinga;15;nenhuma;formatacao
BA;maiquinique;maiquinique;Maiquinique;17;nenhuma;formatacao
BA;mairi;mairi;Mairi;30;nenhuma;formatacao
BA;malhada;malhada;Malhada;10;nenhuma;formatacao
BA;malhada de pedras;malhada de pedras;Malhada de Pedras;21;nenhuma;formatacao
BA;maniacu;maniacu;Maniacu;1;nenhuma;formatacao
BA;manoel vitorino;manoel vitorino;Manoel Vitorino;6;nenhuma;formatacao
BA;mansidao;mansidao;Mansidão;7;nenhuma;formatacao
BA;mansidão;mansidao;Mansidão;1;acento;formatacao
BA;maracas;maracas;Maracás;59;nenhuma;formatacao
BA;maracás;maracas;Maracás;15;acento;formatacao
BA;maragogipe;maragogipe;Maragogipe;36;nenhuma;formatacao
BA;marau;marau;Maraú;19;nenhuma;formatacao
BA;maraú;marau;Maraú;7;acento;formatacao
BA;marcionilio souza;marcionilio souza;Marcionílio Souza;12;nenhuma;formatacao
BA;marcionílio souza;marcionilio souza;Marcionílio Souza;3;acento;formatacao
BA;mascote;mascote;Mascote;17;nenhuma;formatacao
BA;mata de sao joao;mata de sao joao;Mata de São João;91;nenhuma;formatacao
BA;mata de são joão;mata de sao joao;Mata de São João;11;acento;formatacao
BA;matina;matina;Matina;11;nenhuma;formatacao
BA;medeiros neto;medeiros neto;Medeiros Neto;68;nenhuma;formatacao
BA;menino jesus;menino jesus;Menino Jesus;1;nenhuma;formatacao
BA;miguel calmon;miguel calmon;Miguel Calmon;43;nenhuma;formatacao
BA;milagres;milagres;Milagres;31;nenhuma;formatacao
BA;mirangaba;mirangaba;Mirangaba;12;nenhuma;formatacao
BA;mirante;mirante;Mirante;5;nenhuma;formatacao
BA;monte gordo;monte gordo;Monte Gordo;13;nenhuma;formatacao
BA;monte gordo (camacari) - distrito;monte gordo (camacari) distrito;Monte Gordo (camacari) - Distrito;1;sufixo-uf;formatacao
BA;monte santo;monte santo;Monte Santo;39;nenhuma;formatacao
BA;morpara;morpara;Morpará;11;nenhuma;formatacao
BA;morpará;morpara;Morpará;1;acento;formatacao
BA;morro de sao paulo;morro de sao paulo;Morro de São Paulo;3;nenhuma;formatacao
BA;morro de são paulo;morro de sao paulo;Morro de São Paulo;1;acento;formatacao
BA;morro do chapeu;morro do chapeu;Morro do Chapéu;57;nenhuma;formatacao
BA;morro do chapéu;morro do chapeu;Morro do Chapéu;7;acento;formatacao
BA;mortugaba;mortugaba;Mortugaba;9;nenhuma;formatacao
BA;mucuge;mucuge;Mucugê;28;nenhuma;formatacao
BA;mucugê;mucuge;Mucugê;9;acento;formatacao
BA;mucuri;mucuri;Mucuri;80;nenhuma;formatacao
BA;mulungu do morro;mulungu do morro;Mulungu do Morro;13;nenhuma;formatacao
BA;mundo novo;mundo novo;Mundo Novo;27;nenhuma;formatacao
BA;muniz ferreira;muniz ferreira;Muniz Ferreira;13;nenhuma;formatacao
BA;muquem do sao francisco;muquem do sao francisco;Muquem do Sao Francisco;9;nenhuma;formatacao
BA;muquém de são francisco;muquem de sao francisco;Muquém de São Francisco;1;acento;formatacao
BA;muquem de sao francisco;muquem de sao francisco;Muquém de São Francisco;1;nenhuma;formatacao
BA;muritiba;muritiba;Muritiba;40;nenhuma;formatacao
BA;mutuipe;mutuipe;Mutuípe;42;nenhuma;formatacao
BA;mutuípe;mutuipe;Mutuípe;11;acento;formatacao
BA;nazare;nazare;Nazaré;68;nenhuma;formatacao
BA;nazaré;nazare;Nazaré;13;acento;formatacao
BA;nilo peçanha;nilo pecanha;Nilo Peçanha;2;acento;formatacao
BA;nilo pecanha;nilo pecanha;Nilo Peçanha;1;nenhuma;formatacao
BA;nordestina;nordestina;Nordestina;21;nenhuma;formatacao
BA;nova canaa;nova canaa;Nova Canaã;22;nenhuma;formatacao
BA;nova canaã;nova canaa;Nova Canaã;4;acento;formatacao
BA;nova fatima;nova fatima;Nova Fatima;12;nenhuma;formatacao
BA;nova ibia;nova ibia;Nova Ibia;6;nenhuma;formatacao
BA;nova itarana;nova itarana;Nova Itarana;6;nenhuma;formatacao
BA;nova redencao bahia;nova redencao bahia;Nova Redencao Bahia;1;nenhuma;formatacao
BA;nova redencao;nova redencao;Nova Redenção;19;nenhuma;formatacao
BA;nova redenção;nova redencao;Nova Redenção;5;acento;formatacao
BA;nova soure;nova soure;Nova Soure;38;nenhuma;formatacao
BA;nova vicosa;nova vicosa;Nova Viçosa;29;nenhuma;formatacao
BA;nova viçosa;nova vicosa;Nova Viçosa;6;acento;formatacao
BA;novo horizonte;novo horizonte;Novo Horizonte;21;nenhuma;formatacao
BA;novo triunfo;novo triunfo;Novo Triunfo;25;nenhuma;formatacao
BA;nucleo residencial pilar;nucleo residencial pilar;Nucleo Residencial Pilar;8;nenhuma;formatacao
BA;olindina;olindina;Olindina;25;nenhuma;formatacao
BA;oliveira dos brejinhos;oliveira dos brejinhos;Oliveira dos Brejinhos;38;nenhuma;formatacao
BA;ouricangas;ouricangas;Ouricangas;3;nenhuma;formatacao
BA;ourolandia;ourolandia;Ourolândia;17;nenhuma;formatacao
BA;ourolândia;ourolandia;Ourolândia;4;acento;formatacao
BA;palmas de monte alto;palmas de monte alto;Palmas de Monte Alto;13;nenhuma;formatacao
BA;palmeiras;palmeiras;Palmeiras;18;nenhuma;formatacao
BA;paramirim;paramirim;Paramirim;48;nenhuma;formatacao
BA;paratinga;paratinga;Paratinga;39;nenhuma;formatacao
BA;paripiranga;paripiranga;Paripiranga;39;nenhuma;formatacao
BA;passagem dos teixeiras;passagem dos teixeiras;Passagem dos Teixeiras;2;nenhuma;formatacao
BA;passé;passe;Passé;1;acento;formatacao
BA;pau brasil;pau brasil;Pau Brasil;33;nenhuma;formatacao
BA;paulo afonso;paulo afonso;Paulo Afonso;474;nenhuma;formatacao
BA;pedrao;pedrao;Pedrao;2;nenhuma;formatacao
BA;pedro alexandre;pedro alexandre;Pedro Alexandre;8;nenhuma;formatacao
BA;piata;piata;Piatã;34;nenhuma;formatacao
BA;piatã;piata;Piatã;2;acento;formatacao
BA;pilao arcado;pilao arcado;Pilão Arcado;26;nenhuma;formatacao
BA;pilão arcado;pilao arcado;Pilão Arcado;5;acento;formatacao
BA;pindai;pindai;Pindaí;16;nenhuma;formatacao
BA;pindaí;pindai;Pindaí;1;acento;formatacao
BA;pindobacu;pindobacu;Pindobaçu;18;nenhuma;formatacao
BA;pindobaçu;pindobacu;Pindobaçu;3;acento;formatacao
BA;pintadas;pintadas;Pintadas;36;nenhuma;formatacao
BA;pirai do norte;pirai do norte;Piraí do Norte;8;nenhuma;formatacao
BA;piraí do norte;pirai do norte;Piraí do Norte;6;acento;formatacao
BA;piripa;piripa;Piripá;22;nenhuma;formatacao
BA;piripá;piripa;Piripá;3;acento;formatacao
BA;piritiba;piritiba;Piritiba;37;nenhuma;formatacao
BA;planaltino;planaltino;Planaltino;12;nenhuma;formatacao
BA;planalto;planalto;Planalto;36;nenhuma;formatacao
BA;pojuca;pojuca;Pojuca;82;nenhuma;formatacao
BA;ponto novo;ponto novo;Ponto Novo;19;nenhuma;formatacao
BA;porto seguro;porto seguro;Porto Seguro;455;nenhuma;formatacao
BA;posto da mata;posto da mata;Posto da Mata;42;nenhuma;formatacao
BA;potiragua;potiragua;Potiraguá;30;nenhuma;formatacao
BA;potiraguá;potiragua;Potiraguá;2;acento;formatacao
BA;pocoes;pocoes;Poções;99;nenhuma;formatacao
BA;poções;pocoes;Poções;20;acento;formatacao
BA;prado;prado;Prado;59;nenhuma;formatacao
BA;presidente dutra;presidente dutra;Presidente Dutra;14;nenhuma;formatacao
BA;presidente janio quadros;presidente janio quadros;Presidente Janio Quadros;11;nenhuma;formatacao
BA;presidente tancredo neves;presidente tancredo neves;Presidente Tancredo Neves;48;nenhuma;formatacao
BA;pe de serra;pe de serra;Pé de Serra;11;nenhuma;formatacao
BA;pé de serra;pe de serra;Pé de Serra;3;acento;formatacao
BA;queimadas;queimadas;Queimadas;24;nenhuma;formatacao
BA;quijingue;quijingue;Quijingue;9;nenhuma;formatacao
BA;quixabeira;quixabeira;Quixabeira;25;nenhuma;formatacao
BA;rafael jambeiro;rafael jambeiro;Rafael Jambeiro;7;nenhuma;formatacao
BA;remanso;remanso;Remanso;70;nenhuma;formatacao
BA;retirolandia;retirolandia;Retirolândia;18;nenhuma;formatacao
