uf;grafia_original;chave_normalizada;cidade_canonica;linhas;regra_aplicada;mudanca
SP;presidente prudente;presidente prudente;Presidente Prudente;1926;nenhuma;formatacao
SP;presidente venceslau;presidente venceslau;Presidente Venceslau;325;nenhuma;formatacao
SP;primavera;primavera;Primavera;69;nenhuma;formatacao
SP;promissao;promissao;Promissão;272;nenhuma;formatacao
SP;promissão;promissao;Promissão;34;acento;formatacao
SP;quadra;quadra;Quadra;12;nenhuma;formatacao
SP;quata;quata;Quatá;106;nenhuma;formatacao
SP;quatá;quata;Quatá;22;acento;formatacao
SP;queiroz;queiroz;Queiroz;20;nenhuma;formatacao
SP;queluz;queluz;Queluz;36;nenhuma;formatacao
SP;quintana;quintana;Quintana;67;nenhuma;formatacao
SP;rafard;rafard;Rafard;47;nenhuma;formatacao
SP;rancharia;rancharia;Rancharia;251;nenhuma;formatacao
SP;rechan;rechan;Rechan;9;nenhuma;formatacao
SP;redencao da serra;redencao da serra;Redencao da Serra;13;nenhuma;formatacao
SP;regente feijo;regente feijo;Regente Feijó;116;nenhuma;formatacao
SP;regente feijó;regente feijo;Regente Feijó;23;acento;formatacao
SP;reginopolis;reginopolis;Reginópolis;30;nenhuma;formatacao
SP;reginópolis;reginopolis;Reginópolis;7;acento;formatacao
SP;registro;registro;Registro;547;nenhuma;formatacao
SP;restinga;restinga;Restinga;18;nenhuma;formatacao
SP;ribeira;ribeira;Ribeira;17;nenhuma;formatacao
SP;ribeirao pretp;ribeirao pretp;Ribeirao Pretp;1;nenhuma;formatacao
SP;ribeirao bonito;ribeirao bonito;Ribeirão Bonito;46;nenhuma;formatacao
SP;ribeirão bonito;ribeirao bonito;Ribeirão Bonito;2;acento;formatacao
SP;ribeirao branco;ribeirao branco;Ribeirão Branco;37;nenhuma;formatacao
SP;ribeirão branco;ribeirao branco;Ribeirão Branco;6;acento;formatacao
SP;ribeirao corrente;ribeirao corrente;Ribeirão Corrente;15;nenhuma;formatacao
SP;ribeirão corrente;ribeirao corrente;Ribeirão Corrente;4;acento;formatacao
SP;ribeirao grande;ribeirao grande;Ribeirão Grande;15;nenhuma;formatacao
SP;ribeirão grande;ribeirao grande;Ribeirão Grande;5;acento;formatacao
SP;ribeirao pires;ribeirao pires;Ribeirão Pires;1034;nenhuma;formatacao
SP;ribeirão pires;ribeirao pires;Ribeirão Pires;163;acento;formatacao
SP;ribeirao preto;ribeirao preto;Ribeirão Preto;4749;nenhuma;formatacao
SP;ribeirão preto;ribeirao preto;Ribeirão Preto;823;acento;formatacao
SP;ribeirao preto / sao paulo;ribeirao preto;Ribeirão Preto;1;sufixo-uf;estrutural
SP;ribeirao do sul;ribeirao do sul;Ribeirão do Sul;24;nenhuma;formatacao
SP;ribeirão do sul;ribeirao do sul;Ribeirão do Sul;3;acento;formatacao
SP;ribeirao dos indios;ribeirao dos indios;Ribeirão dos Índios;6;nenhuma;formatacao
SP;ribeirão dos índios;ribeirao dos indios;Ribeirão dos Índios;2;acento;formatacao
SP;riberao preto;riberao preto;Riberao Preto;1;nenhuma;formatacao
SP;rifaina;rifaina;Rifaina;26;nenhuma;formatacao
SP;rincao;rincao;Rincão;36;nenhuma;formatacao
SP;rincão;rincao;Rincão;3;acento;formatacao
SP;rinopolis;rinopolis;Rinópolis;59;nenhuma;formatacao
SP;rinópolis;rinopolis;Rinópolis;14;acento;formatacao
SP;rio bonito;rio bonito;Rio Bonito;1;nenhuma;formatacao
SP;rio claro;rio claro;Rio Claro;1811;nenhuma;formatacao
SP;rio grande da serra;rio grande da serra;Rio Grande da Serra;327;nenhuma;formatacao
SP;rio das pedras;rio das pedras;Rio das Pedras;160;nenhuma;formatacao
SP;rio de janeiro;rio de janeiro;Rio de Janeiro;2;nenhuma;formatacao
SP;riolandia;riolandia;Riolândia;46;nenhuma;formatacao
SP;riolândia;riolandia;Riolândia;9;acento;formatacao
SP;riversul;riversul;Riversul;27;nenhuma;formatacao
SP;robeirao preto;robeirao preto;Robeirao Preto;1;nenhuma;formatacao
SP;roberto;roberto;Roberto;1;nenhuma;formatacao
SP;rosana;rosana;Rosana;51;nenhuma;formatacao
SP;roseira;roseira;Roseira;51;nenhuma;formatacao
SP;rubiao junior;rubiao junior;Rubiao Junior;1;nenhuma;formatacao
SP;rubineia;rubineia;Rubinéia;14;nenhuma;formatacao
SP;rubinéia;rubineia;Rubinéia;2;acento;formatacao
SP;rubiacea;rubiacea;Rubiácea;15;nenhuma;formatacao
SP;rubiácea;rubiacea;Rubiácea;5;acento;formatacao
SP;s jose do rio preto;s jose do rio preto;S Jose do Rio Preto;1;nenhuma;formatacao
SP;sabino;sabino;Sabino;48;nenhuma;formatacao
SP;sagres;sagres;Sagres;9;nenhuma;formatacao
SP;sales;sales;Sales;42;nenhuma;formatacao
SP;sales oliveira;sales oliveira;Sales Oliveira;72;nenhuma;formatacao
SP;salesopolis;salesopolis;Salesópolis;88;nenhuma;formatacao
SP;salesópolis;salesopolis;Salesópolis;8;acento;formatacao
SP;salmourao;salmourao;Salmourão;23;nenhuma;formatacao
SP;salmourão;salmourao;Salmourão;3;acento;formatacao
SP;saltinho;saltinho;Saltinho;28;nenhuma;formatacao
SP;salto;salto;Salto;949;nenhuma;formatacao
SP;salto grande;salto grande;Salto Grande;36;nenhuma;formatacao
SP;salto de pirapora;salto de pirapora;Salto de Pirapora;217;nenhuma;formatacao
SP;sando andre;sando andre;Sando Andre;1;nenhuma;formatacao
SP;sandovalina;sandovalina;Sandovalina;15;nenhuma;formatacao
SP;santa adelia;santa adelia;Santa Adélia;100;nenhuma;formatacao
SP;santa adélia;santa adelia;Santa Adélia;19;acento;formatacao
SP;santa albertina;santa albertina;Santa Albertina;46;nenhuma;formatacao
SP;santa branca;santa branca;Santa Branca;84;nenhuma;formatacao
SP;santa barbara d'oeste;santa barbara d oeste;Santa Bárbara D'oeste;548;nenhuma;formatacao
SP;santa bárbara d'oeste;santa barbara d oeste;Santa Bárbara D'oeste;125;acento;formatacao
SP;santa barbara d oeste;santa barbara d oeste;Santa Bárbara D'oeste;86;nenhuma;formatacao
SP;santa barbara d´oeste;santa barbara d oeste;Santa Bárbara D'oeste;2;acento;formatacao
SP;santa bárbara d`oeste;santa barbara d oeste;Santa Bárbara D'oeste;1;acento;formatacao
SP;santa bárbara doeste;santa barbara doeste;Santa Bárbara Doeste;11;acento;formatacao
SP;santa barbara doeste;santa barbara doeste;Santa Bárbara Doeste;4;nenhuma;formatacao
SP;santa clara d'oeste;santa clara d oeste;Santa Clara D'oeste;12;nenhuma;formatacao
SP;santa clara d oeste;santa clara d oeste;Santa Clara D'oeste;3;nenhuma;formatacao
SP;santa cruz da conceicao;santa cruz da conceicao;Santa Cruz da Conceição;34;nenhuma;formatacao
SP;santa cruz da conceição;santa cruz da conceicao;Santa Cruz da Conceição;1;acento;formatacao
SP;santa cruz da esperanca;santa cruz da esperanca;Santa Cruz da Esperanca;7;nenhuma;formatacao
SP;santa cruz das palmeiras;santa cruz das palmeiras;Santa Cruz das Palmeiras;181;nenhuma;formatacao
SP;santa cruz do rio pardo;santa cruz do rio pardo;Santa Cruz do Rio Pardo;377;nenhuma;formatacao
SP;santa ernestina;santa ernestina;Santa Ernestina;35;nenhuma;formatacao
SP;santa eudóxia;santa eudoxia;Santa Eudóxia;1;acento;formatacao
SP;santa fe do sul;santa fe do sul;Santa Fé do Sul;352;nenhuma;formatacao
SP;santa fé do sul;santa fe do sul;Santa Fé do Sul;50;acento;formatacao
SP;santa gertrudes;santa gertrudes;Santa Gertrudes;154;nenhuma;formatacao
SP;santa isabel;santa isabel;Santa Isabel;387;nenhuma;formatacao
SP;santa lucia;santa lucia;Santa Lúcia;44;nenhuma;formatacao
SP;santa lúcia;santa lucia;Santa Lúcia;7;acento;formatacao
SP;santa maria da serra;santa maria da serra;Santa Maria da Serra;40;nenhuma;formatacao
SP;santa mercedes;santa mercedes;Santa Mercedes;17;nenhuma;formatacao
SP;santa rita d'oeste;santa rita d oeste;Santa Rita D'oeste;11;nenhuma;formatacao
SP;santa rita d oeste;santa rita d oeste;Santa Rita D'oeste;2;nenhuma;formatacao
SP;santa rita doeste;santa rita doeste;Santa Rita Doeste;1;nenhuma;formatacao
SP;santa rita do passa quatro;santa rita do passa quatro;Santa Rita do Passa Quatro;190;nenhuma;formatacao
SP;santa rosa de viterbo;santa rosa de viterbo;Santa Rosa de Viterbo;178;nenhuma;formatacao
SP;santa salete;santa salete;Santa Salete;7;nenhuma;formatacao
SP;santana da ponte pensa;santana da ponte pensa;Santana da Ponte Pensa;5;nenhuma;formatacao
SP;santana de parnaiba;santana de parnaiba;Santana de Parnaíba;2090;nenhuma;formatacao
SP;santana de parnaíba;santana de parnaiba;Santana de Parnaíba;429;acento;formatacao
SP;santelmo;santelmo;Santelmo;1;nenhuma;formatacao
SP;santo anastacio;santo anastacio;Santo Anastácio;152;nenhuma;formatacao
SP;santo anastácio;santo anastacio;Santo Anastácio;25;acento;formatacao
SP;santo andre;santo andre;Santo André;7702;nenhuma;formatacao
SP;santo andré;santo andre;Santo André;1188;acento;formatacao
SP;santo andre/sao paulo;santo andre;Santo André;1;sufixo-uf;estrutural
SP;santo antonio da alegria;santo antonio da alegria;Santo Antônio da Alegria;31;nenhuma;formatacao
SP;santo antônio da alegria;santo antonio da alegria;Santo Antônio da Alegria;4;acento;formatacao
SP;santo antonio de posse;santo antonio de posse;Santo Antônio de Posse;156;nenhuma;formatacao
SP;santo antônio de posse;santo antonio de posse;Santo Antônio de Posse;27;acento;formatacao
SP;santo antonio do aracangua;santo antonio do aracangua;Santo Antônio do Aracanguá;24;nenhuma;formatacao
SP;santo antônio do aracanguá;santo antonio do aracangua;Santo Antônio do Aracanguá;6;acento;formatacao
SP;santo antonio do jardim;santo antonio do jardim;Santo Antônio do Jardim;31;nenhuma;formatacao
SP;santo antônio do jardim;santo antonio do jardim;Santo Antônio do Jardim;5;acento;formatacao
SP;santo antonio do pinhal;santo antonio do pinhal;Santo Antônio do Pinhal;49;nenhuma;formatacao
SP;santo antônio do pinhal;santo antonio do pinhal;Santo Antônio do Pinhal;9;acento;formatacao
SP;santo expedito;santo expedito;Santo Expedito;10;nenhuma;formatacao
SP;santos;santos;Santos;5729;nenhuma;formatacao
SP;santopolis do aguapei;santopolis do aguapei;Santópolis do Aguapeí;24;nenhuma;formatacao
SP;santópolis do aguapeí;santopolis do aguapei;Santópolis do Aguapeí;4;acento;formatacao
SP;sao benedito da cachoeirinha;sao benedito da cachoeirinha;Sao Benedito da Cachoeirinha;1;nenhuma;formatacao
SP;sao bernardo do capo;sao bernardo do capo;Sao Bernardo do Capo;1;nenhuma;formatacao
SP;sao joao do pau dalho;sao joao do pau dalho;Sao Joao do Pau Dalho;2;nenhuma;formatacao
SP;sao jose do rio pret;sao jose do rio pret;Sao Jose do Rio Pret;1;nenhuma;formatacao
SP;sao jose dos pinhais;sao jose dos pinhais;Sao Jose dos Pinhais;1;nenhuma;formatacao
SP;sao luis do paraitinga;sao luis do paraitinga;Sao Luis do Paraitinga;26;nenhuma;formatacao
SP;sao paluo;sao paluo;Sao Paluo;1;nenhuma;formatacao
SP;sao paulop;sao paulop;Sao Paulop;1;nenhuma;formatacao
SP;sao pauo;sao pauo;Sao Pauo;1;nenhuma;formatacao
SP;sao roque da fartura;sao roque da fartura;Sao Roque da Fartura;2;nenhuma;formatacao
SP;sao sebastiao da serra;sao sebastiao da serra;Sao Sebastiao da Serra;1;nenhuma;formatacao
SP;sarapui;sarapui;Sarapuí;24;nenhuma;formatacao
SP;sarapuí;sarapui;Sarapuí;10;acento;formatacao
SP;sarutaia;sarutaia;Sarutaiá;14;nenhuma;formatacao
SP;sarutaiá;sarutaia;Sarutaiá;4;acento;formatacao
SP;sa£o paulo;sa£o paulo;Sa£o Paulo;1;nenhuma;formatacao
SP;scao jose do rio pardo;scao jose do rio pardo;Scao Jose do Rio Pardo;1;nenhuma;formatacao
SP;sebastianopolis do sul;sebastianopolis do sul;Sebastianópolis do Sul;14;nenhuma;formatacao
SP;sebastianópolis do sul;sebastianopolis do sul;Sebastianópolis do Sul;1;acento;formatacao
SP;serra azul;serra azul;Serra Azul;36;nenhuma;formatacao
SP;serra negra;serra negra;Serra Negra;243;nenhuma;formatacao
SP;serrana;serrana;Serrana;200;nenhuma;formatacao
SP;sertanopolis;sertanopolis;Sertanopolis;1;nenhuma;formatacao
SP;sertaozinho;sertaozinho;Sertãozinho;697;nenhuma;formatacao
SP;sertãozinho;sertaozinho;Sertãozinho;132;acento;formatacao
SP;sete barras;sete barras;Sete Barras;46;nenhuma;formatacao
SP;severinia;severinia;Severínia;72;nenhuma;formatacao
SP;severínia;severinia;Severínia;9;acento;formatacao
SP;silveiras;silveiras;Silveiras;24;nenhuma;formatacao
SP;simoes;simoes;Simoes;1;nenhuma;formatacao
SP;socorro;socorro;Socorro;265;nenhuma;formatacao
SP;sodrelia;sodrelia;Sodrelia;1;nenhuma;formatacao
SP;sorocaba;sorocaba;Sorocaba;6026;nenhuma;formatacao
SP;sud mennucci;sud mennucci;Sud Mennucci;42;nenhuma;formatacao
SP;sumare;sumare;Sumaré;1342;nenhuma;formatacao
SP;sumaré;sumare;Sumaré;221;acento;formatacao
SP;suzano;suzano;Suzano;2497;nenhuma;formatacao
SP;suzanapolis;suzanapolis;Suzanápolis;14;nenhuma;formatacao
SP;suzanápolis;suzanapolis;Suzanápolis;3;acento;formatacao
SP;sao benedito das areias;sao benedito das areias;São Benedito das Areias;4;nenhuma;formatacao
SP;são benedito das areias;sao benedito das areias;São Benedito das Areias;3;acento;formatacao
SP;sao bento do sapucai;sao bento do sapucai;São Bento do Sapucaí;83;nenhuma;formatacao
SP;são bento do sapucaí;sao bento do sapucai;São Bento do Sapucaí;12;acento;formatacao
SP;sao bernardo do campo;sao bernardo do campo;São Bernardo do Campo;9082;nenhuma;formatacao
SP;são bernardo do campo;sao bernardo do campo;São Bernardo do Campo;1517;acento;formatacao
SP;sbcampo;sao bernardo do campo;São Bernardo do Campo;1;nenhuma;estrutural
SP;sbc/sp;sao bernardo do campo;São Bernardo do Campo;1;sufixo-uf;estrutural
SP;sbc;sao bernardo do campo;São Bernardo do Campo;1;nenhuma;estrutural
SP;sao caetano do sul;sao caetano do sul;São Caetano do Sul;2759;nenhuma;formatacao
SP;são caetano do sul;sao caetano do sul;São Caetano do Sul;476;acento;formatacao
SP;sao carlos;sao carlos;São Carlos;2171;nenhuma;formatacao
SP;são carlos;sao carlos;São Carlos;350;acento;formatacao
SP;sao francisco;sao francisco;São Francisco;11;nenhuma;formatacao
SP;são francisco;sao francisco;São Francisco;3;acento;formatacao
SP;sao francisco xavier;sao francisco xavier;São Francisco Xavier;12;nenhuma;formatacao
SP;são francisco xavier;sao francisco xavier;São Francisco Xavier;1;acento;formatacao
SP;sao francisco da praia;sao francisco da praia;São Francisco da Praia;4;nenhuma;formatacao
SP;são francisco da praia;sao francisco da praia;São Francisco da Praia;1;acento;formatacao
SP;sao joaquim da barra;sao joaquim da barra;São Joaquim da Barra;323;nenhuma;formatacao
SP;são joaquim da barra;sao joaquim da barra;São Joaquim da Barra;57;acento;formatacao
SP;sao jose da bela vista;sao jose da bela vista;São José da Bela Vista;23;nenhuma;formatacao
SP;são josé da bela vista;sao jose da bela vista;São José da Bela Vista;2;acento;formatacao
SP;são josé das laranjeiras;sao jose das laranjeiras;São José das Laranjeiras;1;acento;formatacao
SP;sao jose das laranjeiras;sao jose das laranjeiras;São José das Laranjeiras;1;nenhuma;formatacao
SP;sao jose do barreiro;sao jose do barreiro;São José do Barreiro;21;nenhuma;formatacao
SP;são josé do barreiro;sao jose do barreiro;São José do Barreiro;4;acento;formatacao
SP;sao jose do rio pardo;sao jose do rio pardo;São José do Rio Pardo;399;nenhuma;formatacao
SP;são josé do rio pardo;sao jose do rio pardo;São José do Rio Pardo;76;acento;formatacao
SP;sao jose do rio preto;sao jose do rio preto;São José do Rio Preto;3558;nenhuma;formatacao
SP;são josé do rio preto;sao jose do rio preto;São José do Rio Preto;673;acento;formatacao
SP;sao jose dos campos;sao jose dos campos;São José dos Campos;4468;nenhuma;formatacao
SP;são josé dos campos;sao jose dos campos;São José dos Campos;688;acento;formatacao
SP;sao joao da boa vista;sao joao da boa vista;São João da Boa Vista;708;nenhuma;formatacao
SP;são joão da boa vista;sao joao da boa vista;São João da Boa Vista;137;acento;formatacao
SP;sao joao das duas pontes;sao joao das duas pontes;São João das Duas Pontes;8;nenhuma;formatacao
SP;são joão das duas pontes;sao joao das duas pontes;São João das Duas Pontes;4;acento;formatacao
SP;sao joao de iracema;sao joao de iracema;São João de Iracema;19;nenhuma;formatacao
SP;são joão de iracema;sao joao de iracema;São João de Iracema;5;acento;formatacao
SP;sao joao de itaguacu;sao joao de itaguacu;São João de Itaguaçu;2;nenhuma;formatacao
SP;são joão de itaguaçu;sao joao de itaguacu;São João de Itaguaçu;1;acento;formatacao
SP;são joão do pau d%26apos%3balho;sao joao do pau d%26apos%3balho;São João do Pau D%26apos%3balho;1;acento;formatacao
SP;sao joao do pau d'alho;sao joao do pau d alho;São João do Pau D'alho;5;nenhuma;formatacao
SP;são joão do pau d'alho;sao joao do pau d alho;São João do Pau D'alho;5;acento;formatacao
SP;sao joao do pau d alho;sao joao do pau d alho;São João do Pau D'alho;3;nenhuma;formatacao
SP;sao lourenco da serra;sao lourenco da serra;São Lourenço da Serra;103;nenhuma;formatacao
SP;são lourenço da serra;sao lourenco da serra;São Lourenço da Serra;13;acento;formatacao
SP;sao luiz do paraitinga;sao luiz do paraitinga;São Luiz do Paraitinga;13;nenhuma;formatacao
SP;são luiz do paraitinga;sao luiz do paraitinga;São Luiz do Paraitinga;11;acento;formatacao
SP;sao manuel;sao manuel;São Manuel;224;nenhuma;formatacao
SP;são manuel;sao manuel;São Manuel;34;acento;formatacao
SP;sao miguel arcanjo;sao miguel arcanjo;São Miguel Arcanjo;142;nenhuma;formatacao
SP;são miguel arcanjo;sao miguel arcanjo;São Miguel Arcanjo;23;acento;formatacao
SP;sao paulo;sao paulo;São Paulo;152033;nenhuma;formatacao
SP;são paulo;sao paulo;São Paulo;24917;acento;formatacao
SP;sp;sao paulo;São Paulo;7;nenhuma;estrutural
SP;sao paulo - sp;sao paulo;São Paulo;3;sufixo-uf;estrutural
SP;sao paulo / sao paulo;sao paulo;São Paulo;1;sufixo-uf;estrutural
SP;são paulo;sao paulo;São Paulo;1;NFC|acento;formatacao
SP;sp / sp;sao paulo;São Paulo;1;sufixo-uf;estrutural
SP;sao paulo sp;sao paulo;São Paulo;1;sufixo-uf;estrutural
SP;sao  paulo;sao paulo;São Paulo;1;espacos;formatacao
SP;sao pedro;sao pedro;São Pedro;173;nenhuma;formatacao
SP;são pedro;sao pedro;São Pedro;43;acento;formatacao
SP;sao pedro do turvo;sao pedro do turvo;São Pedro do Turvo;31;nenhuma;formatacao
SP;são pedro do turvo;sao pedro do turvo;São Pedro do Turvo;8;acento;formatacao
SP;sao roque;sao roque;São Roque;632;nenhuma;formatacao
SP;são roque;sao roque;São Roque;99;acento;formatacao
SP;sao sebastiao;sao sebastiao;São Sebastião;866;nenhuma;formatacao
SP;são sebastião;sao sebastiao;São Sebastião;143;acento;formatacao
SP;sao sebastiao da grama;sao sebastiao da grama;São Sebastião da Grama;43;nenhuma;formatacao
SP;são sebastião da grama;sao sebastiao da grama;São Sebastião da Grama;10;acento;formatacao
SP;sao sebastiao da grama/sp;sao sebastiao da grama;São Sebastião da Grama;1;sufixo-uf;estrutural
SP;sao simao;sao simao;São Simão;83;nenhuma;formatacao
SP;são simão;sao simao;São Simão;9;acento;formatacao
SP;sao vicente;sao vicente;São Vicente;1763;nenhuma;formatacao
SP;são vicente;sao vicente;São Vicente;274;acento;formatacao
SP;sãopaulo;saopaulo;Sãopaulo;2;acento;formatacao
SP;tabao da serra;tabao da serra;Tabao da Serra;1;nenhuma;formatacao
SP;tabapua;tabapua;Tabapuã;84;nenhuma;formatacao
SP;tabapuã;tabapua;Tabapuã;9;acento;formatacao
SP;tabatinga;tabatinga;Tabatinga;76;nenhuma;formatacao
SP;taboao da serra;taboao da serra;Taboão da Serra;2237;nenhuma;formatacao
SP;taboão da serra;taboao da serra;Taboão da Serra;321;acento;formatacao
SP;taciba;taciba;Taciba;33;nenhuma;formatacao
SP;taguai;taguai;Taguaí;94;nenhuma;formatacao
SP;taguaí;taguai;Taguaí;15;acento;formatacao
SP;taiacu;taiacu;Taiaçu;26;nenhuma;formatacao
SP;taiaçu;taiacu;Taiaçu;4;acento;formatacao
SP;taiuva;taiuva;Taiúva;39;nenhuma;formatacao
SP;taiúva;taiuva;Taiúva;7;acento;formatacao
SP;tambau;tambau;Tambaú;112;nenhuma;formatacao
SP;tambaú;tambau;Tambaú;14;acento;formatacao
SP;tanabi;tanabi;Tanabi;129;nenhuma;formatacao
SP;tapinas;tapinas;Tapinas;7;nenhuma;formatacao
SP;tapiratiba;tapiratiba;Tapiratiba;100;nenhuma;formatacao
SP;tapirai;tapirai;Tapiraí;15;nenhuma;formatacao
SP;tapiraí;tapirai;Tapiraí;8;acento;formatacao
SP;taquaral;taquaral;Taquaral;16;nenhuma;formatacao
SP;taquaritinga;taquaritinga;Taquaritinga;364;nenhuma;formatacao
SP;taquarituba;taquarituba;Taquarituba;169;nenhuma;formatacao
SP;taquarivai;taquarivai;Taquarivaí;29;nenhuma;formatacao
SP;taquarivaí;taquarivai;Taquarivaí;3;acento;formatacao
SP;tarabai;tarabai;Tarabai;39;nenhuma;formatacao
SP;taruma;taruma;Tarumã;89;nenhuma;formatacao
SP;tarumã;taruma;Tarumã;9;acento;formatacao
SP;tatui;tatui;Tatuí;768;nenhuma;formatacao
SP;tatuí;tatui;Tatuí;119;acento;formatacao
SP;taubate;taubate;Taubaté;2574;nenhuma;formatacao
SP;taubaté;taubate;Taubaté;390;acento;formatacao
SP;tecainda;tecainda;Tecainda;3;nenhuma;formatacao
SP;tejupa;tejupa;Tejupá;14;nenhuma;formatacao
SP;tejupá;tejupa;Tejupá;2;acento;formatacao
SP;teodoro sampaio;teodoro sampaio;Teodoro Sampaio;179;nenhuma;formatacao
SP;termas de ibira;termas de ibira;Termas de Ibira;2;nenhuma;formatacao
SP;terra roxa;terra roxa;Terra Roxa;46;nenhuma;formatacao
SP;tiete;tiete;Tietê;319;nenhuma;formatacao
SP;tietê;tiete;Tietê;56;acento;formatacao
SP;timburi;timburi;Timburi;31;nenhuma;formatacao
SP;tocantins;tocantins;Tocantins;1;nenhuma;formatacao
SP;torre de pedra;torre de pedra;Torre de Pedra;8;nenhuma;formatacao
SP;torrinha;torrinha;Torrinha;77;nenhuma;formatacao
SP;trabiju;trabiju;Trabiju;8;nenhuma;formatacao
SP;tremembe;tremembe;Tremembé;307;nenhuma;formatacao
SP;tremembé;tremembe;Tremembé;47;acento;formatacao
SP;tres aliancas;tres aliancas;Tres Aliancas;1;nenhuma;formatacao
SP;tres fronteiras;tres fronteiras;Três Fronteiras;38;nenhuma;formatacao
SP;três fronteiras;tres fronteiras;Três Fronteiras;9;acento;formatacao
